Table S9. Genome-wide gene and transposable-element differential expression in Col-0 after 24-h 37°C heat stress. Transposable-element-level results.																			
																			
TE ID	TE alias	TE name	Canonical ONSEN copy	Chromosome	Start	End	Strand	Length (bp)	Mean NS signal	Mean HS signal	Mean signal (all samples)	Descriptive log2FC (HS / NS)	Model log2 fold change (HS / NS)	log2FC SE	Test statistic	P value	BH-adjusted P value	Statistically tested after expression filtering	DE call
AT1TE08660	ATLANTYS3	AT1TE08660		1	2657418	2657920	+	503	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT1TE08670	ATDNAI27T9C	AT1TE08670		1	2662995	2663093	+	99	0	3.33333333333333	1.66666666666667	2.93859945533586						False	NS
AT1TE08710	ATDNAI27T9A	AT1TE08710		1	2675839	2675952	+	114	54.6666666666667	25.6666666666667	40.1666666666667	-1.07606665791559	-0.894581518232124	0.388630073305068	-2.30188443890675	0.0558468768813435	0.0828047200618932	True	NS
AT1TE08830	HELITRONY1D	AT1TE08830		1	2711389	2712022	-	634	0	0	0	0						False	NS
AT1TE09080	VANDAL14	AT1TE09080		1	2788430	2800701	+	12272	3.9	2	2.95	-0.815575428862573						False	NS
AT1TE09290	ATREP1	AT1TE09290		1	2865910	2866495	+	586	0	0	0	0						False	NS
AT1TE09295	ATREP3	AT1TE09295		1	2866496	2866523	-	28	0	0	0	0						False	NS
AT1TE09360	ATREP4	AT1TE09360		1	2886425	2886533	-	109	247.833333333333	416.666666666667	332.25	0.748345960338808	0.968637347556722	0.127806376781679	7.5789438050604	0.000147476864446902	0.000481613229165547	True	NS
AT1TE09365	ATHPOGON3	AT1TE09365		1	2886534	2887304	-	771	36.1666666666667	66	51.0833333333333	0.858885222697686	1.05931615786683	0.250943984124669	4.22132517566376	0.00417905678032987	0.00853983124208202	True	Up
AT1TE09370	ARNOLDY2	AT1TE09370		1	2887305	2887328	+	24	0	0	0	0						False	NS
AT1TE09375	HELITRONY3	AT1TE09375		1	2887329	2887590	-	262	0	0	0	0						False	NS
AT1TE09380	HELITRONY1D	AT1TE09380		1	2887591	2888195	-	605	0	0	0	0						False	NS
AT1TE09470	HELITRONY1B	AT1TE09470		1	2916187	2916730	-	544	0	0	0	0						False	NS
AT1TE09690	VANDAL17	AT1TE09690		1	2984317	2984815	-	499	0	0	0	0						False	NS
AT1TE09695	ATREP4	AT1TE09695		1	2986279	2986347	-	69	0	0	0	0						False	NS
AT1TE09700	ATREP2	AT1TE09700		1	2986348	2986950	-	603	0	0	0	0						False	NS
AT1TE09705	VANDAL8	AT1TE09705		1	2986951	2987018	+	68	0	0	0	0						False	NS
AT1TE09820	ATREP6	AT1TE09820		1	3023386	3024890	-	1505	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT1TE09960	ATREP4	AT1TE09960		1	3068469	3069234	+	766	2.33333333333333	0	1.16666666666667	-2.50250034052918						False	NS
AT1TE09970	ATREP3	AT1TE09970		1	3073227	3075036	-	1810	0	0	0	0						False	NS
AT1TE09975	ATHATN7	AT1TE09975		1	3073312	3073623	+	312	0	0	0	0						False	NS
AT1TE09980	ATREP10B	AT1TE09980		1	3075051	3075419	-	369	0	0	0	0						False	NS
AT1TE10030	ATCOPIA17	AT1TE10030		1	3090084	3090272	+	189	0	0	0	0						False	NS
AT1TE10090	ATMU6N1	AT1TE10090		1	3109319	3109710	-	392	29	7.66666666666667	18.3333333333333	-1.85289570596779	-1.75462392233749	0.385272374919454	-4.5542427554125	0.00281169160401687	0.00608379408860912	True	Down
AT1TE10140	ATLINE1_3A	AT1TE10140		1	3124790	3125010	-	221	0	0	0	0						False	NS
AT1TE10190	HELITRONY1B	AT1TE10190		1	3140347	3140718	+	372	1	0	0.5	-1.58496250072116						False	NS
AT1TE10470	ATCOPIA59	AT1TE10470		1	3224486	3224558	+	73	6.66666666666667	4	5.33333333333333	-0.671377252538629						False	NS
AT1TE10550	HELITRONY3A	AT1TE10550		1	3247448	3247570	+	123	0	0	0	0						False	NS
AT1TE10555	ATREP11	AT1TE10555		1	3250197	3250578	-	382	0.166666666666667	0	0.0833333333333333	-0.415037499278844						False	NS
AT1TE10560	ATREP1	AT1TE10560		1	3250579	3251485	+	907	0.166666666666667	0	0.0833333333333333	-0.415037499278844						False	NS
AT1TE10565	HELITRONY3	AT1TE10565		1	3251486	3252211	+	726	0	0.5	0.25	1						False	NS
AT1TE10570	ATDNAI27T9C	AT1TE10570		1	3252265	3252343	-	79	107	64.8333333333333	85.9166666666667	-0.718445506195408	-0.472266478381918	0.226113960956095	-2.08862149150365	0.0762230123703151	0.108836998328683	True	NS
AT1TE10600	ATIS112A	AT1TE10600		1	3262077	3262304	-	228	2	5.5	3.75	1.26303440583379						False	NS
AT1TE10605	ATIS112A	AT1TE10605		1	3262496	3262581	-	86	18.3333333333333	16.6666666666667	17.5	-0.133678435231969	0.0120493786562612	0.508440211443921	0.0236987130149327	0.981772210589932	0.98599589600834	True	NS
AT1TE10610	ATIS112A	AT1TE10610		1	3263540	3263797	-	258	26.6666666666667	25.8333333333333	26.25	-0.0449474060539747	0.249220703492279	0.58930512644171	0.422906050380218	0.685394455303952	0.728751898073686	True	NS
AT1TE10615	ATLINE1_6	AT1TE10615		1	3264447	3264824	-	378	29	32.3333333333333	30.6666666666667	0.154446269373379	0.407739688433857	0.33457638406747	1.21867444281911	0.2634873939643	0.322415267745484	True	NS
AT1TE10830	ATLINE2	AT1TE10830		1	3330818	3332913	+	2096	181.666666666667	202.666666666667	192.166666666667	0.157404724948307	0.318107209781443	0.296583751083484	1.07257126737163	0.319987094515799	0.380902484746568	True	NS
AT1TE10860	ATREP10D	AT1TE10860		1	3342380	3342432	-	53	0	0	0	0						False	NS
AT1TE10865	ATREP13	AT1TE10865		1	3342433	3343130	-	698	0	0	0	0						False	NS
AT1TE10870	HELITRONY1D	AT1TE10870		1	3343131	3343466	-	336	0	0	0	0						False	NS
AT1TE10875	ATREP3	AT1TE10875		1	3343469	3343773	-	305	0	0	0	0						False	NS
AT1TE10930	ATCOPIA78	AT1TE10930		1	3360540	3360625	-	86	0	55.6633333333333	27.8316666666667	6.81155665803622	6.95149211653639	0.287625502606582	24.1685526962633	7.41554081628294e-08	6.9475271168238e-07	True	Up
AT1TE10935	ATCOPIA78	AT1TE10935		1	3360626	3361316	-	691	0.443333333333333	157.816666666667	79.13	7.39082977953194	7.90088580491681	0.449424784383756	17.5799957622506	6.28496539733159e-07	3.96537906900711e-06	True	Up
AT1TE10990	HELITRON4	AT1TE10990		1	3380426	3380594	-	169	3.66666666666667	8.5	6.08333333333333	1.11103131238874						False	NS
AT1TE10995	ATREP15	AT1TE10995		1	3380595	3381483	-	889	0	1	0.5	1.58496250072116						False	NS
AT1TE11000	ATREP6	AT1TE11000		1	3381484	3381621	+	138	16	40.5	28.25	1.31315788525963	1.69227229932655	0.434345068431258	3.89614714733289	0.00625392447457053	0.0121324979880634	True	Up
AT1TE11020	ATENSPM6	AT1TE11020		1	3388028	3388400	+	373	185.333333333333	228	206.666666666667	0.298184860971559	0.524251177520995	0.151882570928986	3.45168753935639	0.0111335608133489	0.0200614161825437	True	NS
AT1TE11100	RP1_AT	AT1TE11100		1	3413099	3413250	-	152	0	0	0	0						False	NS
AT1TE11105	HELITRONY3	AT1TE11105		1	3413481	3413548	-	68	0	0	0	0						False	NS
AT1TE11110	ATREP3	AT1TE11110		1	3413549	3414889	+	1341	2.33333333333333	0.5	1.41666666666667	-1.50250034052918						False	NS
AT1TE11115	HELITRONY1B	AT1TE11115		1	3414890	3414911	-	22	2.66666666666667	0.5	1.58333333333333	-1.66296501272243						False	NS
AT1TE11150	HELITRONY1A	AT1TE11150		1	3427848	3427917	+	70	0	0	0	0						False	NS
AT1TE11330	HELITRONY1D	AT1TE11330		1	3481709	3482018	-	310	0	0	0	0						False	NS
AT1TE11380	HELITRONY1E	AT1TE11380		1	3497680	3498873	-	1194	0	0	0	0						False	NS
AT1TE11385	HELITRONY1E	AT1TE11385		1	3498874	3498959	-	86	0	0	0	0						False	NS
AT1TE11390	ATREP4	AT1TE11390		1	3498969	3498994	-	26	0	0	0	0						False	NS
AT1TE11410	ATCOPIA68	AT1TE11410		1	3506360	3506498	+	139	34.3333333333333	20.6666666666667	27.5	-0.718674445308717	-0.450463293975278	0.355625069300484	-1.26668036891027	0.246861842626422	0.305631544701303	True	NS
AT1TE11450	BRODYAGA1A	AT1TE11450		1	3519607	3519979	+	373	0	0	0	0						False	NS
AT1TE11470	AT9TSD1	AT1TE11470		1	3526587	3527171	+	585	0	0	0	0						False	NS
AT1TE11475	BRODYAGA1A	AT1TE11475		1	3527230	3527497	+	268	0	0	0	0						False	NS
AT1TE11530	BRODYAGA1A	AT1TE11530		1	3544313	3544749	-	437	0	0	0	0						False	NS
AT1TE11535	BRODYAGA1	AT1TE11535		1	3547014	3547591	-	578	0	0	0	0						False	NS
AT1TE11540	BRODYAGA1A	AT1TE11540		1	3547592	3547613	-	22	0	0	0	0						False	NS
AT1TE11545	HELITRONY1D	AT1TE11545		1	3547614	3547648	-	35	0	0	0	0						False	NS
AT1TE11555	ATREP9	AT1TE11555		1	3550865	3551041	-	177	0	0	0	0						False	NS
AT1TE11560	ATMUN1	AT1TE11560		1	3551042	3551135	+	94	0	0	0	0						False	NS
AT1TE11565	HELITRONY1A	AT1TE11565		1	3551136	3552618	-	1483	0	0	0	0						False	NS
AT1TE11570	HELITRONY3	AT1TE11570		1	3552619	3552896	+	278	0	0	0	0						False	NS
AT1TE11580	HELITRON2	AT1TE11580		1	3557471	3557938	-	468	0	0	0	0						False	NS
AT1TE11600	HELITRONY3	AT1TE11600		1	3564882	3564973	+	92	0	0	0	0						False	NS
AT1TE11605	ATTIR16T3A	AT1TE11605		1	3564974	3565127	+	154	0	0	0	0						False	NS
AT1TE11630	ATREP10B	AT1TE11630		1	3573163	3573682	-	520	0	0	0	0						False	NS
AT1TE11730	ATHILA8B	AT1TE11730		1	3605062	3605139	-	78	1.66666666666667	1.66666666666667	1.66666666666667	0						False	NS
AT1TE11810	ATDNAI27T9A	AT1TE11810		1	3630277	3630404	-	128	494.666666666667	452.666666666667	473.666666666667	-0.127872453810654	0.0824980171876302	0.105991304997857	0.778347027516061	0.462540336940586	0.523879918011952	True	NS
AT1TE11950	VANDAL5	AT1TE11950		1	3672593	3673012	+	420	118	94.3333333333333	106.166666666667	-0.321420907312834	-0.114860450817017	0.177920166128672	-0.645572974195347	0.539685229134988	0.596150718408312	True	NS
AT1TE12090	ATLANTYS1	AT1TE12090		1	3715119	3715209	-	91	35.6666666666667	12.6666666666667	24.1666666666667	-1.45777048426738	-1.15060100951364	0.397963177503777	-2.89122480308551	0.0239855294493414	0.0390345448280916	True	Down
AT1TE12130	ATTIRX1A	AT1TE12130		1	3728505	3728801	+	297	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT1TE12135	ATLINE2	AT1TE12135		1	3728969	3730413	+	1445	219.11	122.333333333333	170.721666666667	-0.838241630743633	-0.646023125941075	0.256651315013849	-2.51712377123887	0.0408792820497862	0.0621921590055038	True	NS
AT1TE12220	HELITRONY3	AT1TE12220		1	3757423	3758040	+	618	0	0	0	0						False	NS
AT1TE12230	HELITRONY1E	AT1TE12230		1	3761903	3762819	+	917	0	0	0	0						False	NS
AT1TE12235	ATREP1	AT1TE12235		1	3762820	3762974	+	155	0	0	0	0						False	NS
AT1TE12240	ATREP2	AT1TE12240		1	3762975	3763156	+	182	0	0	0	0						False	NS
AT1TE12270	ATREP10D	AT1TE12270		1	3770969	3771002	-	34	0	0	0	0						False	NS
AT1TE12275	ATREP10D	AT1TE12275		1	3771003	3772133	-	1131	0	0	0	0						False	NS
AT1TE12280	ATMUN1	AT1TE12280		1	3774282	3774495	+	214	0	0	0	0						False	NS
AT1TE12285	ATMUN1	AT1TE12285		1	3775143	3775241	+	99	0	0	0	0						False	NS
AT1TE12295	ATCOPIA78	AT1TE12295	ONSEN1	1	3780765	3785721	+	4957	29.0566666666667	15496.1366666667	7762.59666666667	9.03425584207377	9.3329686767612	0.274251403178469	34.0307052893647	7.33414361447098e-09	1.1853104410772e-07	True	Up
AT1TE12305	ATCOPIA46	AT1TE12305		1	3790753	3790843	+	91	27.5	63.3333333333333	45.4166666666667	1.1888831591462	1.34817965656554	0.367438379478676	3.66913129346571	0.00836544378945952	0.0155400507530101	True	Up
AT1TE12310	ATCOPIA46	AT1TE12310		1	3790844	3790907	-	64	2.83333333333333	1	1.91666666666667	-1.15200309344505						False	NS
AT1TE12420	ARNOLDY1	AT1TE12420		1	3825294	3825411	-	118	0	0	0	0						False	NS
AT1TE12425	ARNOLDY2	AT1TE12425		1	3825412	3825780	-	369	0	0	0	0						False	NS
AT1TE12430	ARNOLDY1	AT1TE12430		1	3825781	3827697	-	1917	0	0	0	0						False	NS
AT1TE12435	HELITRONY3	AT1TE12435		1	3827698	3827895	+	198	0	0	0	0						False	NS
AT1TE12440	ATREP11	AT1TE12440		1	3827896	3827918	+	23	0	0	0	0						False	NS
AT1TE12520	HELITRONY1D	AT1TE12520		1	3851180	3851787	-	608	0	0	0	0						False	NS
AT1TE12525	BRODYAGA2	AT1TE12525		1	3851788	3851943	+	156	0	0	0	0						False	NS
AT1TE12660	ATCOPIA37	AT1TE12660		1	3894686	3894779	+	94	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT1TE12665	ATCOPIA37	AT1TE12665		1	3895094	3897046	+	1953	216.833333333333	285.166666666667	251	0.394423239881422	0.589505203694527	0.170348923016113	3.46057487923636	0.0110027394610449	0.019889450831421	True	NS
AT1TE12670	HELITRONY3	AT1TE12670		1	3897047	3897177	-	131	0	0	0	0						False	NS
AT1TE12675	ATDNA2T9C	AT1TE12675		1	3897178	3898168	-	991	0	0	0	0						False	NS
AT1TE12710	BRODYAGA2	AT1TE12710		1	3909919	3909941	-	23	0	0	0	0						False	NS
AT1TE12715	ATREP4	AT1TE12715		1	3909942	3910026	+	85	0	0	0	0						False	NS
AT1TE12720	ATREP3	AT1TE12720		1	3910027	3910701	-	675	0	0	0	0						False	NS
AT1TE12725	HELITRON4	AT1TE12725		1	3910702	3910762	+	61	0	0	0	0						False	NS
AT1TE12750	ATREP5	AT1TE12750		1	3918677	3919183	+	507	0	0	0	0						False	NS
AT1TE12770	ATCOPIA30	AT1TE12770		1	3925331	3926124	-	794	0	0	0	0						False	NS
AT1TE12775	HELITRONY3	AT1TE12775		1	3926904	3927654	+	751	0	0	0	0						False	NS
AT1TE12785	ATREP19	AT1TE12785		1	3931963	3932217	+	255	0	0	0	0						False	NS
AT1TE12790	DT1	AT1TE12790		1	3932218	3932527	-	310	0	0	0	0						False	NS
AT1TE12795	ATREP10D	AT1TE12795		1	3932528	3932593	-	66	0	0	0	0						False	NS
AT1TE12800	HELITRONY1D	AT1TE12800		1	3932594	3932787	+	194	0	0	0	0						False	NS
AT1TE12810	ATREP3	AT1TE12810		1	3936019	3937146	-	1128	0	0	0	0						False	NS
AT1TE12830	BRODYAGA1A	AT1TE12830		1	3944738	3944925	+	188	0	1.66666666666667	0.833333333333333	2.11547721741994						False	NS
AT1TE12880	ATENSPM10	AT1TE12880		1	3960452	3960517	+	66	0	0	0	0						False	NS
AT1TE13060	HARBINGER	AT1TE13060		1	4015261	4015525	+	265	5	1.33333333333333	3.16666666666667	-1.58496250072116						False	NS
AT1TE13240	ATHILA6A	AT1TE13240		1	4071378	4071831	+	454	120.5	20	70.25	-2.56131123265651	-2.33931934434036	0.509928133552868	-4.58754712755583	0.00270483499503635	0.00588907271176241	True	Down
AT1TE13245	VANDAL1	AT1TE13245		1	4071870	4072056	+	187	98.1666666666667	14.6666666666667	56.4166666666667	-2.70165872543025	-2.51275071795008	0.51963659562125	-4.83559229493059	0.00203707104983418	0.00463692987616644	True	Down
AT1TE13270	HELITRONY1D	AT1TE13270		1	4082294	4083025	-	732	0	0	0	0						False	NS
AT1TE13300	HELITRONY2	AT1TE13300		1	4090942	4091432	+	491	2	0	1	-2.32192809488736						False	NS
AT1TE13305	DT1	AT1TE13305		1	4093261	4093293	+	33	0	0	0	0						False	NS
AT1TE13310	HELITRONY3	AT1TE13310		1	4093294	4094494	-	1201	0	0	0	0						False	NS
AT1TE13320	ATREP3	AT1TE13320		1	4097906	4098872	+	967	0	0	0	0						False	NS
AT1TE13360	AT9NMU1	AT1TE13360		1	4109989	4110103	+	115	0	0	0	0						False	NS
AT1TE13365	AT9NMU1	AT1TE13365		1	4110104	4111021	+	918	0	0	0	0						False	NS
AT1TE13370	ARNOLDY2	AT1TE13370		1	4111033	4111110	-	78	0	0	0	0						False	NS
AT1TE13375	ARNOLDY1	AT1TE13375		1	4111111	4113062	+	1952	0	0	0	0						False	NS
AT1TE13380	ARNOLD1	AT1TE13380		1	4113063	4113122	-	60	0	0	0	0						False	NS
AT1TE13430	BRODYAGA1A	AT1TE13430		1	4129817	4130189	+	373	0	0	0	0						False	NS
AT1TE13440	ATREP11	AT1TE13440		1	4134118	4134164	+	47	0	0	0	0						False	NS
AT1TE13445	ATREP10B	AT1TE13445		1	4134166	4134795	+	630	0	0	0	0						False	NS
AT1TE13450	BRODYAGA2	AT1TE13450		1	4135742	4136147	-	406	0	0	0	0						False	NS
AT1TE13455	ATREP10B	AT1TE13455		1	4136148	4137348	+	1201	0	0	0	0						False	NS
AT1TE13560	ATREP15	AT1TE13560		1	4169823	4170537	+	715	0	0	0	0						False	NS
AT1TE13640	ATREP19	AT1TE13640		1	4193926	4194357	-	432	0	0	0	0						False	NS
AT1TE13690	ATMU3N1	AT1TE13690		1	4209164	4209607	-	444	0	0	0	0						False	NS
AT1TE13960	HELITRONY3	AT1TE13960		1	4292790	4293327	-	538	0	0	0	0						False	NS
AT1TE13965	HELITRONY1B	AT1TE13965		1	4293328	4294088	+	761	0	0	0	0						False	NS
AT1TE13970	HELITRONY1E	AT1TE13970		1	4294089	4294188	+	100	0	0	0	0						False	NS
AT1TE13980	BRODYAGA2	AT1TE13980		1	4297983	4298477	+	495	0	0	0	0						False	NS
AT1TE14020	ATREP11	AT1TE14020		1	4311538	4311639	+	102	0	0	0	0						False	NS
AT1TE14025	HELITRONY3	AT1TE14025		1	4311640	4312374	-	735	0	0	0	0						False	NS
AT1TE14080	ATHATN3	AT1TE14080		1	4329224	4329320	+	97	0	0	0	0						False	NS
AT1TE14085	ATMU4	AT1TE14085		1	4329877	4334393	+	4517	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT1TE14210	ATMU10	AT1TE14210		1	4374596	4374826	-	231	347.666666666667	637.666666666667	492.666666666667	0.874155167783052	1.08980480961103	0.147554630882582	7.38577165008296	0.00017287605814885	0.000552835004826079	True	Up
AT1TE14230	ATREP10A	AT1TE14230		1	4381722	4382219	-	498	0.333333333333333	3	1.66666666666667	2.0703893278914						False	NS
AT1TE14310	META1	AT1TE14310		1	4405694	4405995	-	302	0	0	0	0						False	NS
AT1TE14315	META1	AT1TE14315		1	4405996	4411119	-	5124	0	0	0	0						False	NS
AT1TE14320	META1	AT1TE14320		1	4411120	4411234	-	115	0	0	0	0						False	NS
AT1TE14325	ATLINE1_3A	AT1TE14325		1	4411795	4411881	+	87	0	0	0	0						False	NS
AT1TE14330	ATREP5	AT1TE14330		1	4413086	4413210	+	125	0	0	0	0						False	NS
AT1TE14335	ATREP10D	AT1TE14335		1	4413215	4414712	-	1498	0	0	0	0						False	NS
AT1TE14340	ATREP15	AT1TE14340		1	4414713	4414908	+	196	0	0	0	0						False	NS
AT1TE14345	HELITRONY1E	AT1TE14345		1	4414909	4414953	+	45	0	0	0	0						False	NS
AT1TE14350	ATREP5	AT1TE14350		1	4414959	4415610	+	652	0	0	0	0						False	NS
AT1TE14355	ATREP9	AT1TE14355		1	4415611	4415742	+	132	0	0	0	0						False	NS
AT1TE14500	ATREP15	AT1TE14500		1	4460813	4461312	+	500	81	71.3333333333333	76.1666666666667	-0.182146595863136	0.031733048477129	0.209748780177096	0.151290741478144	0.884129348881449	0.903041206611533	True	NS
AT1TE14590	VANDAL3	AT1TE14590		1	4487465	4487576	-	112	292	374.333333333333	333.166666666667	0.357812630585894	0.581955695884663	0.113637274465726	5.1211690760868	0.00148562714393289	0.00353889187007143	True	NS
AT1TE14600	ATREP3	AT1TE14600		1	4493275	4493928	+	654	0	0	0	0						False	NS
AT1TE14640	ATHILA4C	AT1TE14640		1	4506332	4506450	+	119	0	0	0	0						False	NS
AT1TE14645	ATREP11	AT1TE14645		1	4506945	4507041	-	97	0	0	0	0						False	NS
AT1TE14655	ATCOPIA59	AT1TE14655		1	4512584	4512667	-	84	126.666666666667	20	73.3333333333333	-2.63302474149529	-2.39670440093031	0.352327100595666	-6.80249801073576	0.00028526073712445	0.000847736501521889	True	Down
AT1TE14670	VANDAL1	AT1TE14670		1	4519858	4520031	+	174	126.666666666667	172.333333333333	149.5	0.442660931978695	0.649310362037581	0.164349165672739	3.95079804256824	0.00583772432183801	0.0114519690011033	True	NS
AT1TE14730	BRODYAGA1A	AT1TE14730		1	4538949	4539356	-	408	0	0	0	0						False	NS
AT1TE14750	ARNOLD2	AT1TE14750		1	4546279	4546388	+	110	740.166666666667	1142.5	941.333333333333	0.625929087546543	0.842095524337559	0.0936132357680202	8.9954750247532	5.04547081464671e-05	0.000189973730852558	True	NS
AT1TE14755	VANDAL8	AT1TE14755		1	4546389	4546409	+	21	0.5	0	0.25	-1						False	NS
AT1TE14820	ATCOPIA28	AT1TE14820		1	4568341	4568452	-	112	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT1TE14860	HELITRONY3	AT1TE14860		1	4580427	4580846	-	420	0	0	0	0						False	NS
AT1TE14865	ATREP2	AT1TE14865		1	4582383	4583615	+	1233	0	0	0	0						False	NS
AT1TE14870	HELITRONY1D	AT1TE14870		1	4583616	4584299	+	684	4.66666666666667	0	2.33333333333333	-3.36923380966572						False	NS
AT1TE14900	ATREP4	AT1TE14900		1	4594517	4594550	-	34	0	0	0	0						False	NS
AT1TE14905	ATREP11	AT1TE14905		1	4594612	4595537	+	926	0	0	0	0						False	NS
AT1TE14910	ATREP10D	AT1TE14910		1	4595538	4595817	+	280	0	0	0	0						False	NS
AT1TE14990	HELITRON4	AT1TE14990		1	4619725	4620115	-	391	0	0	0	0						False	NS
AT1TE15090	ATREP10D	AT1TE15090		1	4651559	4660722	-	9164	0	0	0	0						False	NS
AT1TE15095	ATREP3	AT1TE15095		1	4659772	4659830	-	59	0	0	0	0						False	NS
AT1TE15100	HELITRONY3	AT1TE15100		1	4660723	4660763	+	41	0	0	0	0						False	NS
AT1TE15105	ATREP10D	AT1TE15105		1	4660764	4660795	+	32	0	0	0	0						False	NS
AT1TE15170	AT9MU1	AT1TE15170		1	4683026	4685396	+	2371	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT1TE15175	ATMU1	AT1TE15175		1	4683975	4684349	+	375	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT1TE15180	AT9NMU1	AT1TE15180		1	4685519	4685630	+	112	0	0	0	0						False	NS
AT1TE15190	BRODYAGA1A	AT1TE15190		1	4689801	4690244	-	444	0	0	0	0						False	NS
AT1TE15240	HELITRONY1B	AT1TE15240		1	4706567	4708276	-	1710	0	0	0	0						False	NS
AT1TE15245	ATREP15	AT1TE15245		1	4708277	4708466	+	190	0	0	0	0						False	NS
AT1TE15370	DRL1	AT1TE15370		1	4748157	4748407	-	251	161	71.3333333333333	116.166666666667	-1.16880879632598	-0.979565692175731	0.29021305563551	-3.37533296023045	0.0123293589288233	0.0220084818262173	True	NS
AT1TE15440	ATREP4	AT1TE15440		1	4769700	4770059	-	360	0	0	0	0						False	NS
AT1TE15445	ATREP2	AT1TE15445		1	4770060	4770663	-	604	0	0	0	0						False	NS
AT1TE15450	ATREP2A	AT1TE15450		1	4770664	4770834	-	171	0	0	0	0						False	NS
AT1TE15455	ATREP3	AT1TE15455		1	4770835	4770904	+	70	0	0	0	0						False	NS
AT1TE15500	HELITRONY1D	AT1TE15500		1	4785103	4785157	-	55	0	0	0	0						False	NS
AT1TE15505	ATREP3	AT1TE15505		1	4785160	4785273	-	114	0	0	0	0						False	NS
AT1TE15510	ATREP3	AT1TE15510		1	4785274	4787837	+	2564	0	0	0	0						False	NS
AT1TE15515	ATREP5	AT1TE15515		1	4787838	4788049	+	212	0	0	0	0						False	NS
AT1TE15600	ATREP3	AT1TE15600		1	4814530	4814987	-	458	97	184	140.5	0.920146692310785	1.12339445995684	0.209511897231281	5.36196022661532	0.00114831111159675	0.00282506047478311	True	Up
AT1TE15650	HELITRONY1A	AT1TE15650		1	4829796	4830189	+	394	0	0	0	0						False	NS
AT1TE15660	ATCOPIA88	AT1TE15660		1	4835450	4835616	-	167	0	0	0	0						False	NS
AT1TE15700	ATCOPIA62	AT1TE15700		1	4846671	4846730	-	60	0	0	0	0						False	NS
AT1TE15780	HELITRONY1D	AT1TE15780		1	4872080	4872219	-	140	0	0	0	0						False	NS
AT1TE15785	ATREP4	AT1TE15785		1	4872220	4872684	-	465	0	0	0	0						False	NS
AT1TE15840	ATREP11	AT1TE15840		1	4892277	4893055	-	779	2	8.33333333333333	5.16666666666667	1.82102985895468						False	NS
AT1TE15890	ATCOPIA68	AT1TE15890		1	4908296	4908451	+	156	195.666666666667	47.6666666666667	121.666666666667	-2.02597292253777	-1.85207788987082	0.240006301220411	-7.71678860285404	0.000131931222256163	0.000437894941485304	True	Down
AT1TE15960	ATCOPIA57	AT1TE15960		1	4931018	4931086	-	69	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT1TE16010	ARNOLDY2	AT1TE16010		1	4945121	4945380	+	260	0	0	0	0						False	NS
