Table S7D. Region-level non-redundant HSF motif-coordinate placement metrics across PWM-score thresholds.					
					
Region ID	Region class	Region length (bp)	Relative PWM-score threshold	Non-redundant HSF motif-coordinate placements	Density (placements/kb)
BG_LTR_like_02626	Strict non-ONSEN TE background	485	0.8	27	55.6701030927835
BG_LTR_like_02627	Strict non-ONSEN TE background	259	0.8	13	50.1930501930502
BG_LTR_like_02632	Strict non-ONSEN TE background	360	0.8	8	22.2222222222222
BG_LTR_like_02633	Strict non-ONSEN TE background	463	0.8	11	23.7580993520518
BG_LTR_like_02634	Strict non-ONSEN TE background	1179	0.8	18	15.2671755725191
BG_LTR_like_02635	Strict non-ONSEN TE background	356	0.8	25	70.2247191011236
BG_LTR_like_02636	Strict non-ONSEN TE background	830	0.8	24	28.9156626506024
BG_LTR_like_02637	Strict non-ONSEN TE background	257	0.8	4	15.5642023346303
BG_LTR_like_02640	Strict non-ONSEN TE background	1210	0.8	24	19.8347107438017
BG_LTR_like_02698	Strict non-ONSEN TE background	201	0.8	21	104.477611940299
BG_LTR_like_02699	Strict non-ONSEN TE background	920	0.8	35	38.0434782608696
BG_LTR_like_02704	Strict non-ONSEN TE background	1093	0.8	23	21.0430009149131
BG_LTR_like_02705	Strict non-ONSEN TE background	884	0.8	15	16.9683257918552
BG_LTR_like_02706	Strict non-ONSEN TE background	675	0.8	7	10.3703703703704
BG_LTR_like_02712	Strict non-ONSEN TE background	369	0.8	3	8.13008130081301
BG_LTR_like_02713	Strict non-ONSEN TE background	1524	0.8	26	17.0603674540682
BG_LTR_like_02714	Strict non-ONSEN TE background	212	0.8	4	18.8679245283019
BG_LTR_like_02715	Strict non-ONSEN TE background	241	0.8	7	29.045643153527
BG_LTR_like_02716	Strict non-ONSEN TE background	1591	0.8	23	14.4563167818982
BG_LTR_like_02717	Strict non-ONSEN TE background	304	0.8	3	9.86842105263158
BG_LTR_like_02718	Strict non-ONSEN TE background	393	0.8	13	33.0788804071247
BG_LTR_like_02719	Strict non-ONSEN TE background	657	0.8	21	31.9634703196347
BG_LTR_like_02720	Strict non-ONSEN TE background	515	0.8	37	71.8446601941748
BG_LTR_like_02721	Strict non-ONSEN TE background	300	0.8	3	10
BG_LTR_like_02722	Strict non-ONSEN TE background	639	0.8	45	70.4225352112676
BG_LTR_like_02723	Strict non-ONSEN TE background	471	0.8	3	6.36942675159236
BG_LTR_like_02726	Strict non-ONSEN TE background	1200	0.8	36	30
BG_LTR_like_02727	Strict non-ONSEN TE background	1207	0.8	18	14.9130074565037
BG_LTR_like_02728	Strict non-ONSEN TE background	851	0.8	21	24.6768507638073
BG_LTR_like_02739	Strict non-ONSEN TE background	717	0.8	32	44.6304044630404
BG_LTR_like_02740	Strict non-ONSEN TE background	346	0.8	0	0
BG_LTR_like_02780	Strict non-ONSEN TE background	323	0.8	10	30.9597523219814
BG_LTR_like_02781	Strict non-ONSEN TE background	233	0.8	3	12.8755364806867
BG_LTR_like_02787	Strict non-ONSEN TE background	555	0.8	21	37.8378378378378
BG_LTR_like_02788	Strict non-ONSEN TE background	258	0.8	3	11.6279069767442
BG_LTR_like_02789	Strict non-ONSEN TE background	216	0.8	11	50.9259259259259
BG_LTR_like_02790	Strict non-ONSEN TE background	228	0.8	1	4.3859649122807
BG_LTR_like_02791	Strict non-ONSEN TE background	463	0.8	19	41.036717062635
BG_LTR_like_02795	Strict non-ONSEN TE background	202	0.8	2	9.9009900990099
BG_LTR_like_02828	Strict non-ONSEN TE background	1024	0.8	23	22.4609375
BG_LTR_like_02843	Strict non-ONSEN TE background	228	0.8	11	48.2456140350877
BG_LTR_like_02846	Strict non-ONSEN TE background	287	0.8	0	0
BG_LTR_like_02847	Strict non-ONSEN TE background	355	0.8	11	30.9859154929577
BG_LTR_like_02848	Strict non-ONSEN TE background	209	0.8	5	23.9234449760766
BG_LTR_like_02849	Strict non-ONSEN TE background	378	0.8	3	7.93650793650794
BG_LTR_like_02870	Strict non-ONSEN TE background	521	0.8	23	44.1458733205374
BG_LTR_like_02874	Strict non-ONSEN TE background	290	0.8	2	6.89655172413793
BG_LTR_like_02875	Strict non-ONSEN TE background	256	0.8	5	19.53125
BG_LTR_like_02876	Strict non-ONSEN TE background	887	0.8	31	34.9492671927847
BG_LTR_like_02879	Strict non-ONSEN TE background	700	0.8	35	50
BG_LTR_like_02883	Strict non-ONSEN TE background	853	0.8	66	77.3739742086753
BG_LTR_like_02901	Strict non-ONSEN TE background	302	0.8	2	6.62251655629139
BG_LTR_like_02902	Strict non-ONSEN TE background	472	0.8	8	16.9491525423729
BG_LTR_like_02929	Strict non-ONSEN TE background	299	0.8	3	10.0334448160535
BG_LTR_like_02937	Strict non-ONSEN TE background	201	0.8	5	24.8756218905473
BG_LTR_like_03130	Strict non-ONSEN TE background	655	0.8	9	13.7404580152672
BG_LTR_like_03131	Strict non-ONSEN TE background	297	0.8	5	16.8350168350168
BG_LTR_like_03153	Strict non-ONSEN TE background	203	0.8	6	29.5566502463054
BG_LTR_like_03154	Strict non-ONSEN TE background	501	0.8	2	3.99201596806387
BG_LTR_like_03155	Strict non-ONSEN TE background	256	0.8	9	35.15625
BG_LTR_like_03182	Strict non-ONSEN TE background	219	0.8	7	31.9634703196347
BG_LTR_like_03190	Strict non-ONSEN TE background	288	0.8	13	45.1388888888889
BG_LTR_like_03191	Strict non-ONSEN TE background	228	0.8	1	4.3859649122807
BG_LTR_like_03276	Strict non-ONSEN TE background	222	0.8	3	13.5135135135135
BG_LTR_like_03289	Strict non-ONSEN TE background	364	0.8	7	19.2307692307692
BG_LTR_like_03290	Strict non-ONSEN TE background	213	0.8	1	4.69483568075117
BG_LTR_like_03293	Strict non-ONSEN TE background	966	0.8	47	48.6542443064182
BG_LTR_like_03294	Strict non-ONSEN TE background	375	0.8	11	29.3333333333333
BG_LTR_like_03319	Strict non-ONSEN TE background	989	0.8	56	56.6228513650152
BG_LTR_like_03345	Strict non-ONSEN TE background	234	0.8	4	17.0940170940171
BG_LTR_like_03362	Strict non-ONSEN TE background	655	0.8	4	6.10687022900763
BG_LTR_like_03389	Strict non-ONSEN TE background	220	0.8	8	36.3636363636364
BG_LTR_like_03390	Strict non-ONSEN TE background	225	0.8	5	22.2222222222222
BG_LTR_like_03448	Strict non-ONSEN TE background	233	0.8	0	0
BG_LTR_like_03451	Strict non-ONSEN TE background	384	0.8	0	0
BG_LTR_like_03501	Strict non-ONSEN TE background	306	0.8	8	26.1437908496732
BG_LTR_like_03511	Strict non-ONSEN TE background	570	0.8	28	49.1228070175439
BG_LTR_like_03512	Strict non-ONSEN TE background	221	0.8	8	36.1990950226244
BG_LTR_like_03513	Strict non-ONSEN TE background	419	0.8	19	45.346062052506
BG_LTR_like_03538	Strict non-ONSEN TE background	207	0.8	2	9.66183574879227
BG_LTR_like_03583	Strict non-ONSEN TE background	202	0.8	2	9.9009900990099
BG_LTR_like_03600	Strict non-ONSEN TE background	246	0.8	1	4.0650406504065
BG_LTR_like_03662	Strict non-ONSEN TE background	440	0.8	7	15.9090909090909
BG_LTR_like_03728	Strict non-ONSEN TE background	226	0.8	7	30.9734513274336
BG_LTR_like_03729	Strict non-ONSEN TE background	352	0.8	11	31.25
BG_LTR_like_03786	Strict non-ONSEN TE background	251	0.8	7	27.8884462151394
BG_LTR_like_03865	Strict non-ONSEN TE background	232	0.8	2	8.62068965517241
BG_LTR_like_03882	Strict non-ONSEN TE background	324	0.8	4	12.3456790123457
BG_LTR_like_03949	Strict non-ONSEN TE background	327	0.8	22	67.2782874617737
BG_LTR_like_04081	Strict non-ONSEN TE background	443	0.8	14	31.6027088036117
BG_LTR_like_04547	Strict non-ONSEN TE background	644	0.8	16	24.8447204968944
BG_LTR_like_04548	Strict non-ONSEN TE background	350	0.8	3	8.57142857142857
BG_LTR_like_04603	Strict non-ONSEN TE background	854	0.8	15	17.5644028103045
BG_LTR_like_04604	Strict non-ONSEN TE background	375	0.8	8	21.3333333333333
BG_LTR_like_04605	Strict non-ONSEN TE background	1451	0.8	52	35.8373535492764
BG_LTR_like_04606	Strict non-ONSEN TE background	692	0.8	17	24.5664739884393
BG_LTR_like_04649	Strict non-ONSEN TE background	444	0.8	10	22.5225225225225
BG_LTR_like_04650	Strict non-ONSEN TE background	1178	0.8	60	50.9337860780985
BG_LTR_like_04651	Strict non-ONSEN TE background	326	0.8	26	79.7546012269939
BG_LTR_like_04652	Strict non-ONSEN TE background	429	0.8	11	25.6410256410256
BG_LTR_like_04653	Strict non-ONSEN TE background	621	0.8	39	62.8019323671498
BG_LTR_like_04654	Strict non-ONSEN TE background	674	0.8	22	32.6409495548961
BG_LTR_like_04659	Strict non-ONSEN TE background	1200	0.8	40	33.3333333333333
BG_LTR_like_04660	Strict non-ONSEN TE background	774	0.8	27	34.8837209302326
BG_LTR_like_04661	Strict non-ONSEN TE background	1221	0.8	63	51.5970515970516
BG_LTR_like_04669	Strict non-ONSEN TE background	708	0.8	43	60.7344632768362
BG_LTR_like_04672	Strict non-ONSEN TE background	291	0.8	15	51.5463917525773
BG_LTR_like_04673	Strict non-ONSEN TE background	1794	0.8	35	19.5094760312152
BG_LTR_like_04699	Strict non-ONSEN TE background	428	0.8	31	72.4299065420561
BG_LTR_like_04700	Strict non-ONSEN TE background	1476	0.8	43	29.1327913279133
BG_LTR_like_04701	Strict non-ONSEN TE background	329	0.8	8	24.3161094224924
BG_LTR_like_04709	Strict non-ONSEN TE background	209	0.8	9	43.0622009569378
BG_LTR_like_04710	Strict non-ONSEN TE background	519	0.8	11	21.1946050096339
BG_LTR_like_04713	Strict non-ONSEN TE background	388	0.8	27	69.5876288659794
BG_LTR_like_04714	Strict non-ONSEN TE background	1179	0.8	70	59.3723494486853
BG_LTR_like_04715	Strict non-ONSEN TE background	364	0.8	11	30.2197802197802
BG_LTR_like_04716	Strict non-ONSEN TE background	430	0.8	16	37.2093023255814
BG_LTR_like_04725	Strict non-ONSEN TE background	498	0.8	23	46.1847389558233
BG_LTR_like_04726	Strict non-ONSEN TE background	1930	0.8	67	34.7150259067358
BG_LTR_like_04761	Strict non-ONSEN TE background	313	0.8	13	41.5335463258786
BG_LTR_like_04764	Strict non-ONSEN TE background	901	0.8	25	27.7469478357381
BG_LTR_like_04765	Strict non-ONSEN TE background	363	0.8	12	33.0578512396694
BG_LTR_like_04766	Strict non-ONSEN TE background	1685	0.8	26	15.4302670623145
BG_LTR_like_04767	Strict non-ONSEN TE background	1842	0.8	21	11.400651465798
BG_LTR_like_04770	Strict non-ONSEN TE background	551	0.8	45	81.6696914700544
BG_LTR_like_04771	Strict non-ONSEN TE background	1181	0.8	75	63.5055038103302
BG_LTR_like_04772	Strict non-ONSEN TE background	618	0.8	14	22.6537216828479
BG_LTR_like_04773	Strict non-ONSEN TE background	717	0.8	15	20.9205020920502
BG_LTR_like_04774	Strict non-ONSEN TE background	1204	0.8	49	40.6976744186047
BG_LTR_like_04775	Strict non-ONSEN TE background	827	0.8	19	22.9746070133011
BG_LTR_like_04776	Strict non-ONSEN TE background	239	0.8	12	50.2092050209205
BG_LTR_like_04777	Strict non-ONSEN TE background	1834	0.8	41	22.3555070883315
BG_LTR_like_04778	Strict non-ONSEN TE background	1993	0.8	28	14.0491721023583
BG_LTR_like_04779	Strict non-ONSEN TE background	239	0.8	3	12.5523012552301
BG_LTR_like_04780	Strict non-ONSEN TE background	779	0.8	24	30.808729139923
BG_LTR_like_04781	Strict non-ONSEN TE background	1205	0.8	72	59.7510373443983
BG_LTR_like_04782	Strict non-ONSEN TE background	1829	0.8	31	16.9491525423729
BG_LTR_like_04783	Strict non-ONSEN TE background	1209	0.8	33	27.2952853598015
BG_LTR_like_04784	Strict non-ONSEN TE background	1569	0.8	32	20.3951561504143
BG_LTR_like_04785	Strict non-ONSEN TE background	1149	0.8	60	52.2193211488251
BG_LTR_like_04788	Strict non-ONSEN TE background	1649	0.8	24	14.5542753183748
BG_LTR_like_04789	Strict non-ONSEN TE background	1629	0.8	43	26.3965623081645
BG_LTR_like_04790	Strict non-ONSEN TE background	403	0.8	18	44.6650124069479
BG_LTR_like_04791	Strict non-ONSEN TE background	1855	0.8	51	27.4932614555256
BG_LTR_like_04792	Strict non-ONSEN TE background	370	0.8	10	27.027027027027
BG_LTR_like_04796	Strict non-ONSEN TE background	1607	0.8	30	18.6683260734287
BG_LTR_like_04797	Strict non-ONSEN TE background	1684	0.8	67	39.7862232779097
BG_LTR_like_04798	Strict non-ONSEN TE background	809	0.8	18	22.2496909765142
BG_LTR_like_04799	Strict non-ONSEN TE background	526	0.8	8	15.2091254752852
BG_LTR_like_04800	Strict non-ONSEN TE background	873	0.8	22	25.2004581901489
BG_LTR_like_04801	Strict non-ONSEN TE background	1335	0.8	36	26.9662921348315
BG_LTR_like_04804	Strict non-ONSEN TE background	1673	0.8	27	16.1386730424387
BG_LTR_like_04807	Strict non-ONSEN TE background	307	0.8	2	6.51465798045603
BG_LTR_like_04808	Strict non-ONSEN TE background	620	0.8	7	11.2903225806452
BG_LTR_like_04809	Strict non-ONSEN TE background	1458	0.8	71	48.6968449931413
BG_LTR_like_04810	Strict non-ONSEN TE background	1346	0.8	48	35.6612184249629
BG_LTR_like_04813	Strict non-ONSEN TE background	1421	0.8	48	33.7790288529205
BG_LTR_like_04814	Strict non-ONSEN TE background	678	0.8	14	20.6489675516224
BG_LTR_like_04817	Strict non-ONSEN TE background	1597	0.8	48	30.0563556668754
BG_LTR_like_04818	Strict non-ONSEN TE background	1224	0.8	21	17.156862745098
BG_LTR_like_04821	Strict non-ONSEN TE background	811	0.8	29	35.7583230579531
BG_LTR_like_04824	Strict non-ONSEN TE background	702	0.8	32	45.5840455840456
BG_LTR_like_04825	Strict non-ONSEN TE background	444	0.8	10	22.5225225225225
BG_LTR_like_04826	Strict non-ONSEN TE background	985	0.8	46	46.7005076142132
BG_LTR_like_04827	Strict non-ONSEN TE background	1588	0.8	111	69.8992443324937
BG_LTR_like_04828	Strict non-ONSEN TE background	1521	0.8	52	34.1880341880342
BG_LTR_like_04831	Strict non-ONSEN TE background	689	0.8	24	34.833091436865
BG_LTR_like_04832	Strict non-ONSEN TE background	414	0.8	30	72.463768115942
BG_LTR_like_04833	Strict non-ONSEN TE background	1030	0.8	61	59.2233009708738
BG_LTR_like_04834	Strict non-ONSEN TE background	399	0.8	30	75.187969924812
BG_LTR_like_04835	Strict non-ONSEN TE background	341	0.8	24	70.3812316715542
BG_LTR_like_04836	Strict non-ONSEN TE background	593	0.8	23	38.7858347386172
BG_LTR_like_04837	Strict non-ONSEN TE background	1234	0.8	63	51.0534846029173
BG_LTR_like_04838	Strict non-ONSEN TE background	1935	0.8	76	39.2764857881137
BG_LTR_like_04839	Strict non-ONSEN TE background	281	0.8	8	28.4697508896797
BG_LTR_like_04840	Strict non-ONSEN TE background	466	0.8	32	68.6695278969957
BG_LTR_like_04845	Strict non-ONSEN TE background	235	0.8	4	17.0212765957447
BG_LTR_like_04846	Strict non-ONSEN TE background	1402	0.8	42	29.9572039942939
BG_LTR_like_04849	Strict non-ONSEN TE background	220	0.8	10	45.4545454545455
BG_LTR_like_04852	Strict non-ONSEN TE background	754	0.8	8	10.6100795755968
BG_LTR_like_04855	Strict non-ONSEN TE background	301	0.8	6	19.9335548172757
BG_LTR_like_04858	Strict non-ONSEN TE background	290	0.8	23	79.3103448275862
BG_LTR_like_04859	Strict non-ONSEN TE background	442	0.8	11	24.8868778280543
BG_LTR_like_04860	Strict non-ONSEN TE background	384	0.8	0	0
BG_LTR_like_04863	Strict non-ONSEN TE background	316	0.8	4	12.6582278481013
BG_LTR_like_04866	Strict non-ONSEN TE background	570	0.8	28	49.1228070175439
BG_LTR_like_04867	Strict non-ONSEN TE background	241	0.8	2	8.29875518672199
BG_LTR_like_04868	Strict non-ONSEN TE background	973	0.8	13	13.360739979445
BG_LTR_like_04873	Strict non-ONSEN TE background	910	0.8	48	52.7472527472527
BG_LTR_like_04876	Strict non-ONSEN TE background	215	0.8	6	27.906976744186
BG_LTR_like_04877	Strict non-ONSEN TE background	313	0.8	16	51.1182108626198
BG_LTR_like_04880	Strict non-ONSEN TE background	837	0.8	19	22.700119474313
BG_LTR_like_04881	Strict non-ONSEN TE background	503	0.8	8	15.9045725646123
BG_LTR_like_04882	Strict non-ONSEN TE background	271	0.8	14	51.660516605166
BG_LTR_like_04883	Strict non-ONSEN TE background	236	0.8	3	12.7118644067797
BG_LTR_like_04884	Strict non-ONSEN TE background	1822	0.8	44	24.1492864983535
BG_LTR_like_04885	Strict non-ONSEN TE background	1762	0.8	43	24.4040862656073
BG_LTR_like_04888	Strict non-ONSEN TE background	1532	0.8	62	40.4699738903394
BG_LTR_like_04889	Strict non-ONSEN TE background	1640	0.8	37	22.5609756097561
BG_LTR_like_04890	Strict non-ONSEN TE background	236	0.8	4	16.9491525423729
BG_LTR_like_04891	Strict non-ONSEN TE background	1801	0.8	39	21.6546363131594
BG_LTR_like_04892	Strict non-ONSEN TE background	1800	0.8	37	20.5555555555556
BG_LTR_like_04893	Strict non-ONSEN TE background	605	0.8	21	34.7107438016529
BG_LTR_like_04894	Strict non-ONSEN TE background	1365	0.8	32	23.4432234432234
BG_LTR_like_04897	Strict non-ONSEN TE background	1611	0.8	38	23.5878336436996
BG_LTR_like_04898	Strict non-ONSEN TE background	915	0.8	23	25.1366120218579
BG_LTR_like_04899	Strict non-ONSEN TE background	583	0.8	17	29.1595197255575
BG_LTR_like_04900	Strict non-ONSEN TE background	1232	0.8	72	58.4415584415584
BG_LTR_like_04901	Strict non-ONSEN TE background	580	0.8	27	46.551724137931
BG_LTR_like_04902	Strict non-ONSEN TE background	622	0.8	24	38.5852090032154
BG_LTR_like_04903	Strict non-ONSEN TE background	635	0.8	20	31.496062992126
BG_LTR_like_04904	Strict non-ONSEN TE background	205	0.8	3	14.6341463414634
BG_LTR_like_04905	Strict non-ONSEN TE background	1152	0.8	54	46.875
BG_LTR_like_04906	Strict non-ONSEN TE background	627	0.8	25	39.8724082934609
BG_LTR_like_04907	Strict non-ONSEN TE background	323	0.8	27	83.5913312693498
BG_LTR_like_04908	Strict non-ONSEN TE background	1004	0.8	19	18.9243027888446
BG_LTR_like_04909	Strict non-ONSEN TE background	1081	0.8	52	48.1036077705828
BG_LTR_like_04910	Strict non-ONSEN TE background	707	0.8	14	19.8019801980198
BG_LTR_like_04911	Strict non-ONSEN TE background	1773	0.8	73	41.1731528482798
BG_LTR_like_04912	Strict non-ONSEN TE background	955	0.8	55	57.5916230366492
BG_LTR_like_04913	Strict non-ONSEN TE background	521	0.8	12	23.0326295585413
BG_LTR_like_04914	Strict non-ONSEN TE background	254	0.8	9	35.4330708661417
BG_LTR_like_04915	Strict non-ONSEN TE background	1166	0.8	92	78.9022298456261
BG_LTR_like_04916	Strict non-ONSEN TE background	600	0.8	3	5
BG_LTR_like_04917	Strict non-ONSEN TE background	1625	0.8	49	30.1538461538462
BG_LTR_like_04920	Strict non-ONSEN TE background	1068	0.8	23	21.5355805243446
BG_LTR_like_04925	Strict non-ONSEN TE background	878	0.8	23	26.1958997722096
BG_LTR_like_04926	Strict non-ONSEN TE background	746	0.8	17	22.7882037533512
BG_LTR_like_04929	Strict non-ONSEN TE background	622	0.8	11	17.6848874598071
BG_LTR_like_04930	Strict non-ONSEN TE background	308	0.8	4	12.987012987013
BG_LTR_like_04931	Strict non-ONSEN TE background	370	0.8	6	16.2162162162162
BG_LTR_like_04932	Strict non-ONSEN TE background	1912	0.8	54	28.2426778242678
BG_LTR_like_04933	Strict non-ONSEN TE background	1595	0.8	44	27.5862068965517
BG_LTR_like_04934	Strict non-ONSEN TE background	1600	0.8	27	16.875
BG_LTR_like_04937	Strict non-ONSEN TE background	1620	0.8	35	21.6049382716049
BG_LTR_like_04938	Strict non-ONSEN TE background	242	0.8	19	78.5123966942149
BG_LTR_like_04939	Strict non-ONSEN TE background	1240	0.8	26	20.9677419354839
BG_LTR_like_04940	Strict non-ONSEN TE background	996	0.8	13	13.0522088353414
BG_LTR_like_04943	Strict non-ONSEN TE background	397	0.8	4	10.0755667506297
BG_LTR_like_04944	Strict non-ONSEN TE background	668	0.8	15	22.4550898203593
BG_LTR_like_04945	Strict non-ONSEN TE background	1601	0.8	40	24.9843847595253
BG_LTR_like_04946	Strict non-ONSEN TE background	1117	0.8	34	30.4386750223814
BG_LTR_like_04947	Strict non-ONSEN TE background	464	0.8	25	53.8793103448276
BG_LTR_like_04948	Strict non-ONSEN TE background	1029	0.8	45	43.731778425656
BG_LTR_like_04949	Strict non-ONSEN TE background	1050	0.8	23	21.9047619047619
BG_LTR_like_04952	Strict non-ONSEN TE background	1807	0.8	34	18.8157166574433
BG_LTR_like_04953	Strict non-ONSEN TE background	1620	0.8	40	24.6913580246914
BG_LTR_like_04956	Strict non-ONSEN TE background	1512	0.8	62	41.005291005291
BG_LTR_like_04957	Strict non-ONSEN TE background	275	0.8	1	3.63636363636364
BG_LTR_like_04958	Strict non-ONSEN TE background	560	0.8	24	42.8571428571429
BG_LTR_like_04959	Strict non-ONSEN TE background	322	0.8	6	18.6335403726708
BG_LTR_like_04960	Strict non-ONSEN TE background	888	0.8	22	24.7747747747748
BG_LTR_like_04961	Strict non-ONSEN TE background	247	0.8	14	56.6801619433198
BG_LTR_like_04962	Strict non-ONSEN TE background	200	0.8	4	20
BG_LTR_like_04963	Strict non-ONSEN TE background	1786	0.8	36	20.1567749160134
BG_LTR_like_04964	Strict non-ONSEN TE background	1615	0.8	26	16.0990712074303
BG_LTR_like_04965	Strict non-ONSEN TE background	692	0.8	23	33.2369942196532
BG_LTR_like_04966	Strict non-ONSEN TE background	1658	0.8	46	27.7442702050663
BG_LTR_like_04967	Strict non-ONSEN TE background	1754	0.8	99	56.442417331813
BG_LTR_like_04972	Strict non-ONSEN TE background	1802	0.8	55	30.5216426193119
BG_LTR_like_04973	Strict non-ONSEN TE background	1740	0.8	32	18.3908045977011
BG_LTR_like_04974	Strict non-ONSEN TE background	1254	0.8	27	21.5311004784689
